pointing_id,beam_id,beam_name,source_name,ra,dec,gl,gb,mjd_start,utc_start,f0_user,f0_opt,f0_opt_err,f1_user,f1_opt,f1_opt_err,acc_user,acc_opt,acc_opt_err,dm_user,dm_opt,dm_opt_err,sn_fft,sn_fold,pepoch,maxdm_ymw16,dist_ymw16,pics_trapum_ter5,pics_palfa,png_path,metafile_path,filterbank_path,candidate_tarball_path
7620,2341435,cfbf00000,J1735.3-0717,17:35:21.62,-07:17:07.10,17.421063,13.289523,59933.5822489280,2022-12-20T13:58:19,311.523149,311.523122435,0.000260208989371,-7.46270503e-07,-5.894885398e-06,2.284490876e-06,0.718169,5.67290854428,2.19847119439,176.550003,176.550003,0.051504954828,9.72492,7.96902,59933.5856528021793,204.587581,5773.9,0.0174688535526,0.15131707024,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00000_00000000.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00000/2022-12-20-13:58:26_cfbf00000_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917905/4917905_folds_and_scores.tar.gz
7620,2341436,cfbf00001,J1735.3-0717,17:35:19.88,-07:16:47.90,17.422088,13.298420,59933.5822489280,2022-12-20T13:58:19,241.658829,241.658350838,0.000199731957955,1.2468935526e-05,1.4094813914e-05,1.75353602e-06,-15.468472,-17.4855075092,2.17535781129,320.23999,320.23999,0.050963911615,9.29069,9.68984,59933.5856528021720,204.508203,25000.0,0.00711979968687,0.330485519714,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00001_00000001.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00001/2022-12-20-13:58:26_cfbf00001_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917906/4917906_folds_and_scores.tar.gz
7620,2341436,cfbf00001,J1735.3-0717,17:35:19.88,-07:16:47.90,17.422088,13.298420,59933.5822489280,2022-12-20T13:58:19,220.458619,220.458167402,0.000244401283097,3.6768539888e-05,4.0291276395e-05,2.145707966e-06,-50.0,-54.7905343161,2.91780378067,35.82,35.82,0.0683587779949,9.21359,9.05008,59933.5856528021720,204.508203,190.5,0.00876935550567,0.116130197978,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00001_00000002.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00001/2022-12-20-13:58:26_cfbf00001_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917906/4917906_folds_and_scores.tar.gz
7620,2341437,cfbf00002,J1735.3-0717,17:35:23.36,-07:17:26.30,17.420039,13.280625,59933.5822489280,2022-12-20T13:58:19,576.754304,576.753693015,3.6835817692e-05,-2.9201166318e-05,-2.3871898269e-05,3.23398087e-07,15.178542,12.4084425394,0.168100812713,25.68,25.68,0.00393819242705,9.10103,7.50578,59933.5856528021720,204.666788,182.8,0.0892720296387,0.149411845858,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00002_00000003.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00002/2022-12-20-13:58:26_cfbf00002_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917907/4917907_folds_and_scores.tar.gz
7620,2341438,cfbf00003,J1735.3-0717,17:35:18.13,-07:16:28.70,17.423090,13.307354,59933.5822489280,2022-12-20T13:58:19,291.132966,291.131611207,0.000314209293302,4.8555752193e-05,4.6116934611e-05,2.75858365e-06,-50.0,-47.4888629415,2.84059724094,263.089996,263.089996,0.0665497860937,9.02505,7.03942,59933.5856528021720,204.428516,25000.0,0.00776627707665,0.132758396576,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00003_00000004.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00003/2022-12-20-13:58:26_cfbf00003_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917908/4917908_folds_and_scores.tar.gz
7620,2341440,cfbf00005,J1735.3-0717,17:35:16.39,-07:16:09.50,17.424114,13.316252,59933.5822489280,2022-12-20T13:58:19,910.43358,910.432304901,0.000282349462245,-3.8264056525e-05,-3.2844461899e-05,2.478871971e-06,12.599794,10.8152159269,0.816260770654,115.050003,115.1185388,0.0191230124322,9.79637,7.34413,59933.5856528021720,204.348762,837.7,0.0115178661339,0.106956993118,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00005_00000005.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00005/2022-12-20-13:58:26_cfbf00005_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917910/4917910_folds_and_scores.tar.gz
7620,2341440,cfbf00005,J1735.3-0717,17:35:16.39,-07:16:09.50,17.424114,13.316252,59933.5822489280,2022-12-20T13:58:19,688.427216,688.426047159,0.00016512833713,3.7456377259e-05,2.9688291628e-05,1.449735385e-06,-16.311295,-12.9285141922,0.631320679368,49.830002,49.830002,0.0147904475441,8.98433,9.20888,59933.5856528021720,204.348762,199.4,0.0180774488866,0.156879264373,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00005_00000006.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00005/2022-12-20-13:58:26_cfbf00005_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917910/4917910_folds_and_scores.tar.gz
7620,2341443,cfbf00008,J1735.3-0717,17:35:28.59,-07:18:23.90,17.416986,13.253897,59933.5822489280,2022-12-20T13:58:19,141.708494,141.707643934,0.000307459114037,7.026007311e-06,3.683923958e-06,2.699320813e-06,-14.863922,-7.79359946809,5.71058555994,133.619995,133.59902731,0.133786131437,10.10039,7.19397,59933.5856528021720,204.903361,1350.5,0.0237918794392,0.127581274917,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00008_00000007.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00008/2022-12-20-13:58:26_cfbf00008_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917913/4917913_folds_and_scores.tar.gz
7620,2341443,cfbf00008,J1735.3-0717,17:35:28.59,-07:18:23.90,17.416986,13.253897,59933.5822489280,2022-12-20T13:58:19,264.995567,264.996098291,5.7508418805e-05,2.8148175726e-05,2.2999560831e-05,5.04892081e-07,-31.844347,-26.019609039,0.571183283462,167.339996,167.339996,0.0133816278914,9.03404,7.2115,59933.5856528021720,204.903361,4465.6,0.0185656454664,0.122452163733,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00008_00000008.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00008/2022-12-20-13:58:26_cfbf00008_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917913/4917913_folds_and_scores.tar.gz
7620,2341446,cfbf00011,J1735.3-0717,17:35:11.16,-07:15:11.80,17.427189,13.342995,59933.5822489280,2022-12-20T13:58:19,329.591301,329.591088483,0.000219173733548,-6.598369462e-06,-7.230655502e-06,1.924224047e-06,6.001801,6.5769253529,1.75025757165,17.879999,17.879999,0.0410043608635,9.5958,10.09177,59933.5856528021720,204.107910,175.3,0.00777610146512,0.268319593948,plots/2022-12-20T13:58:19_J1735.3-0717_cfbf00011_00000009.png,metafiles/2022-12-20T13:58:19.meta,/beegfs/DATA/TRAPUM/SCI-20180923-MK-02/20220912-0009/20221220_135819/cfbf00011/2022-12-20-13:58:26_cfbf00011_0000000000000000.fil,/beegfs/PROCESSING/TRAPUM/fold_and_score_20210524/2022/12/30/4917916/4917916_folds_and_scores.tar.gz
